	H800_swab_1	H800_swab_2	H801_swab_1	H802_swab_1	H802_swab_2	H803_swab_1	H803_swab_2	H804_swab_1	H804_swab_4	H805_swab_1	H805_swab_2	H806_swab_1	H806_swab_2	H807_swab_1	H807_swab_2	H809_swab_1	H809_swab_2	H810_swab_1	H813_swab_3	H813_swab_4	H814_chip	H814_chip_2	H815_chip	H817_chip	H817_swab_1	H817_swab_2	H818_swab_1	H818_swab_2	H819_swab_1	H819_swab_2	H820_swab_1	H820_swab_2	H821_chip	H821_swab_1	H821_swab_2	H822_swab_1	H822_swab_2	H823_chip	H823_swab_1	H825_swab_1	H825_swab_2	H827_chip	H827_swab_1	H827_swab_2	H831_chip	H831_chip_2	H831_swab_1	H831_swab_2	H833_swab_1	H834_swab_1	H834_swab_2	H835_chip	H835_chip_2	H837_swab_1	H837_swab_2	H838_chip	H840_chip	H840_swab_1	H840_swab_2	H841_chip	H841_swab_1	H841_swab_2
Protein Synthesis; 	23833.5500000001	19081.8666666667	28039.3833333334	7366.34999999998	8332.21666666664	9701.84999999998	7449.08333333332	9639.98333333332	16833.45	25336.1666666667	39025.3	37965.85	29830.1833333335	27396.5833333334	28967.3000000001	5518.36666666666	25238.8	17471.25	10454	10426.1666666667	46429.5666666667	10994.7333333333	30758.0166666667	5691.14999999999	10136.1	10344.9666666667	12094.5666666667	6308.04999999999	6399.14999999999	12588.3833333333	11861.6666666667	5760.83333333332	17800.1	8427.23333333332	18703.3	8602.89999999998	5370.41666666666	1265.48333333333	7955.84999999998	15605.4	7276.06666666666	11896.15	13817.2166666667	4902.68333333333	102.933333333333	4565.05	11868.9833333333	20794.35	35250.7333333334	9056.13333333333	17120.5333333334	31424.55	9230.36666666666	8290.58333333333	11984.5666666667	21486.3333333334	5566.8	42020.3833333334	34014.85	13895.2666666667	34758.4333333334	41034.0833333335
Protein Synthesis; Aminoacyl-tRNA-synthetases	53511.6666666667	47173.5000000001	64799.8333333333	20500	23320.8333333333	36396.5	16724.6666666667	26529.1666666666	43785.1666666667	64396.3333333333	98972.3333333333	101061.666666667	71121.8333333333	63258.8333333333	60613.1666666667	16896.6666666667	66238.3333333334	33634.8333333333	29549.3333333334	29158.1666666667	121882.666666667	27220.1666666667	81190	15134.3333333333	28554.6666666667	29553.5	31522	22848.8333333333	18165.6666666667	24246	33518.8333333334	16524.5	62977.6666666667	18622.1666666667	49148.6666666667	26344.5	16124.6666666667	3431.66666666666	22473.3333333333	52189.6666666666	23355.3333333333	48382.1666666667	45579.5	12691	382.666666666667	11291.6666666667	33798.3333333333	60608	96351.6666666666	28424.6666666667	59454.1666666667	83069.6666666665	24442.3333333333	36404	48080.3333333333	72832.1666666667	20763.1666666667	115672	84383.5000000001	52502.6666666667	86961.3333333334	93199.9999999999
Protein Synthesis; Ribosome biogenesis	27307.1666666667	24874.3333333333	30750.3333333333	16935.1666666667	16292.1666666667	20373.5	8116	17206.8333333333	27632.1666666667	28746.6666666667	43417.1666666667	39251.5	26389.5	26716.8333333333	23897.8333333333	17485.3333333333	30469	17758	20911.1666666667	22044.8333333333	54336.8333333333	14581.5	35165.8333333333	7691.66666666666	20690	19374.3333333333	20428.5	14747	17496.6666666667	18927.1666666667	22778.3333333333	15678.6666666667	23944.1666666667	17708	20780.3333333333	18953.3333333333	10534.3333333333	1449	12757.3333333333	25300.8333333333	14708	21308	22211.8333333333	9459.66666666666	146.5	5452.5	14149.5	18308.5	38015.3333333333	15182.1666666667	28992	36400.8333333333	10488.8333333333	19726.1666666667	27402.3333333333	26924.3333333333	8275	47670.3333333333	35711.6666666667	22666.6666666667	38444.1666666667	40148.5
Protein Synthesis; Translation	28930.1166666667	23897.4666666668	34667.4500000001	9133.01666666665	10193.75	14933.4166666667	7408.91666666666	12533.2833333334	22414.8833333334	27106.8000000001	45389.2	45921.8166666667	31307.5833333335	25954.9166666667	22714.2666666668	8160.19999999998	29965.5000000001	20024.7833333334	13080.1	13186.7666666667	55142.1666666668	14224.4	40103.4166666667	7311.01666666666	13292	12967.2333333334	15023.3	9548.01666666667	8865.28333333331	15494.5166666667	14280.9666666666	7833.83333333329	24757.2333333334	11202.6666666667	23963.7333333334	11483.1	7039.9833333333	1651.01666666667	10499.9166666667	21729.9333333334	10129.5333333333	18661.05	17134.5833333334	6300.75	150.5	5410.91666666667	13950.85	23390.2500000001	43364.1666666667	11907.1333333333	22658.2333333334	38067.1833333334	11288.2333333333	13496.35	19089.8666666666	28853.3333333334	8244.09999999999	52455.0833333334	40523.4833333334	20331.0666666667	41611.7333333334	48304.4833333335
RNA Processing; RNA processing and modification	73912.8666666665	55585.6833333334	87654.9333333333	15739.9	21909.9166666668	40275.3333333334	19326.6833333333	24852.1500000002	43998.3166666667	77920.1166666666	142353.616666666	136555.3	98619.9833333331	72570.5499999999	72697.6833333331	10134.2333333333	91557.7999999997	66756.8666666665	25037.7166666667	26019.7166666668	111564.1	27081.6833333334	69774.2833333332	15101.9166666667	23487.0500000001	25572.6000000001	27958.45	23198.3500000001	12553.4166666667	42482.1333333334	27079.4833333334	11416.6666666666	62634.3000000001	24210.9833333334	61966.8666666666	21574.6666666667	14357.6833333333	3255.65	21948.6666666668	45860.7666666668	18771.7666666667	48460.65	44639.4166666667	11134.4333333333	312.683333333333	15422.45	33495.65	65471.7833333332	128232.283333333	25142.5000000001	51325.3166666667	78027.5666666664	22939.1833333334	41572.0333333333	55012.7166666667	69136.9833333333	19294.3166666667	176376.333333333	122108.8	53127.5166666667	126313.05	143701.433333333
RNA Processing; Transcription	12582	8623.49999999999	14703.6666666667	2423.33333333333	4787.16666666667	18618	3719.16666666666	4894.16666666667	7781.16666666667	12494.3333333333	18617	17962.5	14478.6666666667	12343.3333333333	11616.1666666667	1169	11510.5	8946	3958.16666666666	4199.66666666666	24957.8333333333	6285.16666666667	17317.8333333333	5314.16666666667	5696.83333333333	4567.16666666667	4488.16666666667	10990.8333333333	2121.33333333333	6260.16666666667	4265.66666666667	1547.33333333333	15250.5	3116.33333333333	9206.33333333333	6071	4153.83333333333	706	4433.5	11944.6666666667	4466.16666666666	21219.1666666667	4550.83333333333	1672.33333333333	140.166666666667	2297.83333333333	4963.33333333333	10051.8333333333	14767.1666666667	4345.16666666667	9321.83333333333	15812.5	4781	21983.1666666667	28936.3333333333	14991.5	5557.16666666667	21538.5	16112.6666666667	21153.5	17657.3333333333	19762.6666666667
Regulation and Cell signaling; 	2451.33333333333	1562.66666666667	1280.5	550.833333333333	1297.5	733.166666666667	1819.16666666667	1945.5	2531.5	5907.83333333333	7045	11879.1666666667	12193.8333333333	9439.16666666667	10562.1666666667	302.666666666667	17733	2295	2104.83333333333	1105.33333333333	6579	2221.16666666667	4857.83333333333	2215.66666666667	5156.83333333333	1217	8523.33333333333	313.333333333333	701.666666666667	1809.83333333333	3235.66666666667	273	4681.66666666667	703.333333333334	4913.16666666667	582.166666666667	452.666666666667	277.666666666667	954.166666666667	2611.66666666667	980.166666666667	2087.16666666667	5171.83333333333	471.666666666667	16.3333333333333	1004.5	4543.66666666667	8610.33333333333	7667	1367.33333333333	2842.16666666667	4448.66666666666	1128.5	538.833333333333	777	3556.5	1071.83333333333	60228.6666666667	19520	2215	11075.1666666667	5218.33333333333
Regulation and Cell signaling; Acetylation_deacetylation	4235.66666666666	4264	3896.16666666667	3496.5	3166	6797.5	1920.16666666667	3428.33333333333	4065	6590.5	8260.33333333333	8374.16666666667	8116.33333333334	7263.5	6596.66666666667	3392.16666666667	7028.16666666667	7155.16666666666	4021.5	3671.33333333333	19600	4693	13619.6666666667	3707	4853.16666666667	3492	4053.5	4624.16666666667	3107.66666666667	6290	4456	2687.83333333333	12838	4612.83333333333	6437.83333333333	3883.66666666667	2388.16666666667	646.5	2877.66666666667	8351.16666666666	3866.33333333333	9693.83333333333	6097.33333333333	2007.5	69	1275.66666666667	3335	5708.5	4874.5	5127.16666666667	10537.3333333333	14070.6666666667	4076	8300.66666666667	11124.8333333333	12824.8333333333	3651	13469.5	9778.83333333333	8362.33333333333	10766.1666666667	11555.8333333333
Regulation and Cell signaling; Two-component regulatory systems	10116.4666666667	7651.56666666666	10838.1666666667	1165.66666666667	1630	1795.06666666667	2400.83333333333	2327.9	3216.8	8652.73333333333	10113.2666666667	13581.7333333333	14611.9333333333	12713.8333333333	12997.4	618	15764.8333333333	6810.4	2461.36666666667	2082.43333333333	19630	4520.26666666667	10250.9666666667	1342.4	2405.93333333333	2117.06666666667	2985.26666666667	809.933333333333	708.6	2830.6	2263.5	771.6	5545.23333333333	1585.8	5747	1416.96666666667	1039.46666666667	541.9	1888.5	3490	1313.2	1929.43333333333	3167.2	1293.6	22.7	1310.2	4141.43333333333	8985.56666666666	10415	3396.3	8054.53333333333	13606.5333333333	3789.13333333333	1072.3	1695.3	5157.6	1009.76666666667	25010.8	16860.3333333333	3654.9	12112.5666666667	10390.8333333333
Respiration; 	6646	4012.5	6895.5	1167	1421.5	1984	607	1905.5	2036	3248	5506	6509.5	4907	3582.5	3113	774.5	4121	6906	1917.5	1839.5	7360	1563.5	5476.5	1200.5	1937.5	2040.5	1799	972.5	886	3847.5	1765	939.5	7005	3128	4481	1259.5	960	156.5	1636	4373.5	1884.5	2822.5	2444	1258	42.5	949.5	1745	3670	4641.5	2560.5	5787	5051	1402	1390	1813.5	4935.5	2034.5	14259.5	10391	3577.5	8622.5	7852.5
Respiration; ATP synthases	10881	9764	13022	5069	5235	6823	3339	6007	8309	12218	19118	15899	13303	10856	11049	4643	12068	7919	6606	6653	19917	5202	13697	2569	5904	5956	5537	4380	4858	7094	6654	4220	9219	5539	9512	5922	3733	518	4842	8907	4738	8274	8254	2613	57	2375	5465	9005	14152	4841	9128	12291	3807	6518	9202	9653	3093	23531	17225	8461	17214	20256
Respiration; Biogenesis of respiratory chain components	44885	36592.4166666667	56501.5833333332	25518.7500000001	23907.8333333334	16566.1666666667	10808.5833333333	26301.4166666667	40204.4166666666	44900.25	70728.0833333333	69012.0833333333	41405.75	46378.5	42127.5833333333	25021.75	39263.3333333333	36093.5	28847	41496.0000000001	60677.9166666666	17333.9166666666	50858.1666666667	8505	26919.5833333333	27914.9166666666	39520.6666666666	13479.1666666667	23480.5	28891.25	27538.3333333333	22321.3333333334	22258.5	31804.1666666667	38654.8333333334	27931.6666666667	12791.75	1909.16666666667	17322.8333333333	25664.0833333334	19123	19047.5833333333	68604.0833333334	24879.8333333334	134.5	8742.49999999999	28452.25	35571.6666666667	73782.2499999999	21373.1666666666	33392.6666666667	39918.5	12014.6666666667	11376.25	15769.6666666667	28747.1666666667	6766.25	63867.4166666667	51136.25	20078.3333333333	57429.9166666667	72316
Respiration; Electron accepting reactions	9578.5	4737.08333333333	11328.9166666667	897.25	1086.16666666667	989.333333333333	969.416666666666	1406.08333333333	3163.08333333333	5485.25	15175.9166666667	9988.41666666667	10712.25	5132.5	3548.41666666667	454.25	9887.16666666667	8955.5	1297.5	1415	2883.08333333333	770.083333333333	2247.33333333333	366	1091.58333333333	1489.58333333333	1815.33333333333	279.833333333333	678	5939.41666666667	1613.66666666667	570.166666666667	3153	2045.33333333333	5283.16666666667	1035.16666666667	803.75	98.3333333333333	1598.16666666667	1896.41666666667	894.666666666667	348.916666666667	2798.41666666667	1660.66666666667	14	1661	1931.25	4184.33333333333	8380.25	1905.83333333333	4075.33333333333	1080.5	333.833333333333	83.75	299.333333333333	2932.83333333333	632.75	26817.5833333333	18439.75	590.666666666667	16158.0833333333	15800
Respiration; Electron donating reactions	40591.5	36768.1666666667	50598.6666666666	29555.0000000005	32550.0000000001	21291.6666666667	7550.50000000001	35173.1666666664	28895.0000000001	39328.1666666668	67952.5000000002	52065.6666666665	37064.6666666668	28426.3333333335	23365.5	29531.0000000001	48296.8333333331	33985.0000000001	33133	49903.3333333332	90072.9999999999	21308.8333333333	65890.6666666673	12092	32215.8333333336	32204.8333333334	41371.8333333334	17008.1666666665	25359.6666666667	27157.1666666667	23670.5	27266.3333333334	54804.5	38726.5000000001	27854	34861.8333333335	15713.9999999999	2671.00000000001	21179	43460.0000000001	28781.8333333335	27069	61707.9999999998	29537.5	280	8767.00000000001	21441.3333333334	17533.3333333333	43595.5	28639.8333333337	52159.8333333334	64255.6666666668	18419.0000000001	17929.8333333333	24237.1666666669	50428.5000000001	15605.5	88013.1666666668	55638.4999999997	32558.6666666666	52436.1666666667	65087.9999999999
Respiration; Hydrogenases	35	54.5	38	102.5	189.666666666667	49.6666666666667	14	97.8333333333333	31	24	93	328	63	43.8333333333333	34	18.5	31.1666666666667	7	125.666666666667	199.333333333333	818	78.1666666666667	419	21	65.1666666666667	153	27.5	38.1666666666667	18.3333333333333	11	13	43.5	173.5	31	35	126.5	90.8333333333334	18	256.5	159	89.6666666666667	212.833333333333	7	3	1	50	54.5	67.6666666666667	29	149.333333333333	340	728	234	34.3333333333333	30	566	51	15	472.333333333333	284.666666666667	363.666666666667	397.666666666667
Respiration; Plastidial (cyanobacterial) electron transport system	22.5	14.1666666666667	39.1666666666667	131	307	36.1666666666667	37	336.166666666667	55.5	585.166666666667	272.5	51.1666666666667	65.1666666666667	79.3333333333333	144	47	85.3333333333333	11	229.5	606.333333333333	0.5	13.3333333333333	14.1666666666667	2	106.666666666667	371.333333333333	110.333333333333	94.6666666666667	258.666666666667	180.5	114.5	365.333333333333	1	571.5	186.5	389.5	652	0.5	472	190.5	169.666666666667	3.5	45.5	35.5	2	42	21.8333333333333	90.3333333333333	6	141.833333333333	36.3333333333333	4.16666666666667	3	19.8333333333333	37.6666666666667	0.5	3	70.1666666666667	61.5	682.666666666667	390.666666666667	194.5
Respiration; Sodium Ion-Coupled Energetics	237.666666666667	252	292.666666666667	18.3333333333333	53.6666666666667	13.3333333333333	7	77	28	341.666666666667	273.666666666667	26.3333333333333	84	125.333333333333	7.66666666666667	4.66666666666667	28	65.6666666666667	16	115.666666666667	21	12.6666666666667	3.33333333333333	6	14.3333333333333	44	3.33333333333333	2.33333333333333	1.66666666666667	44	5.33333333333333	5.66666666666667	81	30.6666666666667	76.3333333333333	31	31.6666666666667	2	43	30.6666666666667	32	9	4	18.3333333333333	0	73	31	37	4.33333333333333	18.6666666666667	11	31	9	21.6666666666667	8.33333333333333	89.3333333333333	25	14694.6666666667	4751.33333333333	26.3333333333333	152	461.333333333333
Secondary Metabolism; 	48	143	29	408	242	40	45	249	150	104	29	4	16	54	71	379	160	6	258	261	0	0	0	0	249	249	272	118	291	156	303	366	6	328	113	301	143	0	237	182	266	2	273	143	0	20	158	43	26	235	301	0	0	13	6	0	7	95	18	4	12	4
Secondary Metabolism; Biosynthesis of antimicrobial or antitumor compounds	2688.25	1914.25	3165.16666666667	772.666666666667	682.166666666667	425.666666666667	439.75	888.833333333334	2039.75	1794.58333333333	2825.75	2511.41666666667	1775.75	1507.25	1444.16666666667	734	1788	1727.66666666667	963.166666666667	949.916666666666	2751.58333333333	755.5	1871.16666666667	337.333333333333	921.749999999999	836.25	1138.08333333333	312.416666666667	810.666666666666	1463.5	1002.33333333333	661.5	1007.16666666667	911.416666666667	1364.25	656.5	397	76.6666666666666	674.75	973.583333333333	592.75	556.333333333334	1292.16666666667	522.75	2.75	291.166666666667	914.75	1083.33333333333	2470.33333333334	568.833333333333	1005.75	1820.25	571.5	316.583333333333	452.75	1237.66666666667	316.583333333333	2645.08333333334	1667.08333333333	784.916666666667	2263.58333333333	2265.75
Secondary Metabolism; Hydrocarbons	292.25	305.75	339.5	70.5	83.5	61	116	166	137.75	532.25	556.25	572.5	427.5	337.5	395	24.5	387	126.25	226.75	198.75	771.25	457.75	381	10	113	199	184.25	30	94.25	105.5	206	44.75	81.5	49	178.5	91.75	78.25	23.5	199.25	98.5	40	15	155.5	32.25	0.5	59	187.75	377.5	658.25	88.5	121.5	876.5	199.75	3.25	12.5	104	9.25	522.75	491	85.75	526.5	437.75
Secondary Metabolism; Metabolism of Aromatic Compounds	9333	6283	8979.5	2775.5	3977	4253	4760	5347	7435	17676	27136.5	19814	19050.5	16339.5	12034	2005	19256.5	31968.5	6340.5	4474.5	22141.5	8773	25488.5	5857	7001.5	5730	8442	2545.5	2595	18123	9981.5	2080.5	14398.5	9651	25980.5	3498.5	2776.5	917.5	4629	8773	3287	6358	14738.5	2281.5	48.5	3343.5	9581	16626.5	12296	5232.5	10519	15637	4811.5	3760.5	5451	9912	3770	62076.5	34682	5689	25836.5	33758
Secondary Metabolism; Ribosomally-synthesized post-translationally modified peptides (RiPPs)	3099.91666666667	2615.75	3920.91666666666	504.416666666667	761.333333333333	1115.83333333333	646.333333333333	968.166666666667	2143	2765.16666666667	5589.25	5404.58333333334	3024.25	2273.75	1877.41666666667	343	2662.75	3669	887.583333333333	949.999999999999	5112.25	971.5	2848.33333333333	504.75	816.916666666667	959.833333333333	914.083333333334	635.5	549.083333333333	2091.16666666667	1025.5	391	3397.66666666667	1054.83333333333	1966.5	772.833333333334	496.166666666667	138.583333333333	843.166666666666	2080.5	815.666666666666	1435.91666666667	997.666666666667	521.166666666667	13.75	496.916666666667	947.833333333333	2033.5	5079.41666666667	1694.33333333333	3548.58333333333	2948.08333333333	887.166666666667	975.666666666667	1349.83333333333	2700.5	849.583333333333	5270	4137.16666666667	1769.41666666667	4782.75	4431.58333333333
Stress Response, Defense and Virulence; 	8907.99999999999	6208.83333333333	10768.5	1188.66666666667	1923.33333333333	2439.5	1629.33333333333	3020.16666666667	4796.66666666667	7423	15637.6666666667	14011.5	9307.50000000001	6633.16666666667	5817.5	452	9004.66666666666	8221.66666666667	2720	2465.33333333333	12952.1666666667	3460.5	9521	1423.33333333333	1798.33333333333	2690.5	2576.33333333333	1114.33333333333	835	5007.83333333333	2050.16666666667	737.5	2865.83333333333	2459.33333333333	7835.66666666667	1699.66666666667	1395.66666666667	509.333333333333	2808.5	2752.33333333333	1061.33333333333	2537.33333333333	2896.66666666667	830.666666666667	16.1666666666667	1735	2801.83333333333	5630.16666666667	13905.1666666667	1840.66666666667	3065.5	8968.16666666667	2758.16666666667	1647.33333333333	2506.33333333333	4705.33333333333	766	18476.3333333333	13534.5	2763.5	14116.8333333333	16872.3333333333
Stress Response, Defense and Virulence; Adhesion	3.5	30	12	81.5	48	5	0	9.5	9	69	20.5	3	0	2	1	13	0	2	19	17	0	1	2	2	4	6	0	3	7	12	6	5	0	2.5	8.5	3	8	0	7	0	1	3	0	1	0	6	1	4	0	2	0	2	1	0	0	0	0	17.5	12	0	48.5	27
Stress Response, Defense and Virulence; Host-pathogen interactions	357	891	595	527	408	68	536	529	2004	1232	3124	277	341	354	262	253	206	1413	758	631	0	23	684	388	1204	484	795	105	260	1629	246	357	66	1115	993	152	134	2	197.5	230	130	41	357	163	1	143	353	378	443	59	120.5	9	20	16	124	21	4	910	1171	13	1264	1490
Stress Response, Defense and Virulence; Invasion and intracellular resistance	2196	838	805.5	461	709	264	277	1786	402	809	1903	351	215	1054	1242	91	71	124	1147	432	884	1110	2358	1169	274	787	2046	91	242	187	250	172	1079	98	462	511	275	47	535	236	337	503	709	155	1	78	1444	1251	2124	172	166	1375	679	16	70	508	89	160	666	90	169	535
Stress Response, Defense and Virulence; Resistance to antibiotics and toxic compounds	65572	46730.3666666669	75438.6999999997	13604.6833333333	17356	19630.8166666667	19093.0833333333	22960.5166666668	47928.1	70372.783333333	103946.383333334	101431.883333333	85634.1833333333	65137.75	60226.9999999999	8651.11666666665	78978.6666666666	65207.4333333333	22233.4666666666	21515.0333333336	114486.916666666	27832.5	76949.7166666665	13651.6666666667	20538.6833333334	22164.05	34508.9	10711.4499999999	12186.3833333333	48375.1999999999	26020.6333333335	9926.43333333329	58287.0500000003	25397.0500000001	68519.4	16980.4	11427.1166666666	3354.5	19727.2500000001	43305.85	17145.9833333333	31884.8166666666	44355.5333333333	11288.7666666666	268.366666666667	12493.8666666667	40314.6166666667	76198.983333333	98338.9166666664	25286.9333333334	52079.1833333336	75843.3833333332	22065.0333333334	16143.7333333333	22174.0833333334	61570.8500000002	17027.8666666667	157472.3	105087.066666666	36521.4666666667	101818.466666666	110658.233333333
Stress Response, Defense and Virulence; Stress Response	48129.6666666667	29570	54770.1666666666	11998	12270.1666666667	13760.6666666667	6907	15921.8333333333	25195.5	29431.3333333334	64716.8333333333	55472.8333333334	43008.3333333333	24981	19057.3333333333	8664	45745.6666666667	39883.1666666666	16059.8333333333	14545.1666666667	60266.3333333333	16679.8333333333	53357	8886.83333333333	14707.3333333333	15502.6666666667	15386.3333333333	10170.5	8909.5	30394.8333333333	12554.3333333333	9356.83333333334	34127.6666666667	17196.5	27269.1666666667	12969	8435.83333333333	2122.16666666667	12761.3333333333	26645.5	12914	21591	14936.1666666667	9244.83333333333	196.666666666667	7929.99999999999	11237.3333333333	19061.1666666667	41693	16911.5	33060.1666666667	41769.6666666667	12034.1666666667	11794.1666666667	17270.5	34868.6666666667	10576.8333333333	87367.3333333332	54924.3333333334	25390.5	63733.4999999999	70417.1666666666
Stress Response, Defense and Virulence; Stress Response: Electrophile toxicity	752	605	97	136	172	134	1342	291	146	4115	2597	2523	2646	5400	7254	121	187	287	547	402	743	45	276	76	444	421	1438	74	91	48	1306	146	202	91	2210	344	188	37	354	745	231	11	3673	205	2	285	2717	6040	2899	197	264	190	70	78	106	15	20	104	1232	201	2000	2800
Stress Response, Defense and Virulence; Stress Response: Heat/cold shock	14687.5833333334	10112.6666666667	17978.5833333333	3121.24999999999	3945.08333333333	4307.75	3425.33333333333	5035.49999999999	8929.16666666667	14386.25	23946.3333333333	23147.8333333333	15947.3333333333	13578.8333333333	13451.9166666667	1926	11396.5833333333	10184.25	4655.83333333333	4907	25786.0833333333	6287	17546.75	2388.41666666667	4085.91666666666	5156.66666666668	5463.41666666667	2229.08333333333	2657.25	6931.08333333334	5298.33333333334	2288.33333333333	10083.5833333333	4270.41666666666	11211.9166666667	3705.08333333333	2673.5	695.166666666667	4625.83333333333	8172.08333333334	3333.25	5879.41666666666	7167.25	2166.5	50.6666666666667	2659.91666666667	6261.16666666667	12488.9166666667	21980.6666666667	4666.41666666667	8944.41666666666	17793.9166666667	5174.75	3458.16666666666	4679.91666666667	12374.5833333333	3298.75	24952.25	19724	7511.58333333333	21610.3333333333	23960.3333333333
Stress Response, Defense and Virulence; Stress Response: Osmotic stress	9767.30952380952	7322.21428571429	6291.57142857143	3546.35714285714	3819.42857142857	9801.16666666666	4174.78571428571	5121.80952380953	6283.64285714286	15305.9047619048	22160	25544.119047619	32796.5	21166.5714285714	23668.0238095238	2484.64285714286	34141.9523809524	19717.7142857143	4064.14285714286	3505.33333333333	33020.2142857143	6794.71428571429	9617.85714285714	6028.28571428572	6707.35714285714	3746.5	8097.80952380952	4419.52380952381	3157.28571428571	18530.4285714286	6684.30952380952	2395.64285714286	30870.2142857143	6618.14285714286	11283.9285714286	3930.64285714286	2527.07142857143	1221.64285714286	3266.26190476191	18417.380952381	7131.28571428572	10442.3571428571	11023.0714285714	2226.21428571428	137.642857142857	3581.33333333333	5713.07142857143	12891.2619047619	9658.42857142857	11294.5714285714	25685.5238095238	24953.9285714286	6948.64285714286	6756.5	9297.5	28174.5	8911.40476190476	53630.9523809524	25405.9285714286	16497.5	37311.9047619048	26418.1666666667
Stress Response, Defense and Virulence; Toxins and superantigens	60.5	44	80.5	19	29.5	11	37.5	72	298	75.5	42.5	30	36.5	78	69	16.5	6	5	46.5	29	236	156.5	519	104	62.5	30.5	108.5	2	41.5	48.5	70	1	55	3	26	19	9	12	29	9	4	21.5	0	4	0	4.5	26.5	21.5	19.5	15	16.5	179	43.5	2	4	84.5	4	7	2.5	2	4	7
Sulfur Metabolism; 	18103.25	15025.9166666667	17938.5476190476	5486.75000000001	5530.92857142857	8418.80952380953	3934.78571428571	6694.34523809524	9988.70238095239	16661.8333333333	27675.5119047619	26778.8928571429	24445.1666666667	15501.119047619	12315.4047619047	4064.17857142857	22420.2380952381	30397.5833333333	7198.19047619048	6812.52380952382	36151.9166666667	8607.69047619048	21566.4880952381	3889.46428571429	6642.07142857143	7233.78571428571	7736.94047619047	4789.09523809524	4695.97619047619	26709.0952380952	7456.01190476191	4160.42857142857	26052.7738095238	12290.2023809524	19681.1547619048	5947.13095238096	3980.46428571428	983.988095238095	6439.95238095239	17173.4761904762	7164.57142857143	14458.0238095238	11522.25	5455.67857142857	127.5	4345.60714285714	8108.02380952381	14786.1785714286	19581.3095238095	10538.2976190476	22641.4642857143	24633.2380952381	7124.14285714286	7398.70238095238	9992.09523809524	27893.6666666667	7345.02380952381	65819.4761904762	42111.8571428572	16427.9047619048	34118.9404761905	40837.5714285715
