#NAME	H800_swab_1_S1	H800_swab_2_S1	H801_swab_1_S1	H802_swab_1_S1	H802_swab_2_S1	H803_swab_1_S1	H803_swab_2_S1	H804_swab_1_S1	H804_swab_4_S1	H805_swab_1_S1	H805_swab_2_S1	H806_swab_1_S1	H806_swab_2_S1	H807_swab_1_S1	H807_swab_2_S1	H809_swab_1_S1	H809_swab_2_S1	H810_swab_1_S1	H813_swab_3_S1	H813_swab_4_S1	H814_chip_2_S1	H814_chip_S1	H815_chip_S1	H817_chip_S1	H817_swab_1_S1	H817_swab_2_S1	H818_swab_1_S1	H818_swab_2_S1	H819_swab_1_S1	H819_swab_2_S1	H820_swab_1_S1	H820_swab_2_S1	H821_chip_S1	H821_swab_1_S1	H821_swab_2_S1	H822_swab_1_S1	H822_swab_2_S1	H823_chip_S1	H823_swab_1_S1	H825_swab_1_S1	H825_swab_2_S1	H827_chip_S1	H827_swab_1_S1	H827_swab_2_S1	H831_chip_2_S1	H831_chip_S1	H831_swab_1_S1	H831_swab_2_S1	H833_swab_1_S1	H834_swab_1_S1	H834_swab_2_S1	H835_chip_2_S1	H835_chip_S1	H837_swab_1_S1	H837_swab_2_S1	H838_chip_S1	H840_chip_S1	H840_swab_1_S1	H840_swab_2_S1	H841_chip_S1	H841_swab_1_S1	H841_swab_2_S1
c__Centroplasthelida	0	3	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c__Scaphopoda	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c__Chlorodendrophyceae	19	52	39	21	28	17	7	33	26	35	164	24	24	19	7	17	10	58	72	33	21	115	23	1	28	36	19	19	26	65	24	24	19	25	76	18	18	0	30	40	17	5	16	10	42	0	41	38	52	22	26	18	42	2	9	24	6	82	231	13	179	480
c__Resentoviricetes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
c__Pinopsida	4	14	6	142	124	17	6	348	31	42	8	26	0	18	11	34	120	3	262	539	41	0	3	5	132	148	58	298	73	710	38	369	0	307	116	980	169	0	543	278	829	8	54	5	38	0	11	30	111	29	4	1	29	13	3	0	16	19	13	10	14	3
c__Arfiviricetes	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
c__Priapulimorpha	2	16	3	30	61	36	3	27	8	7	16	4	0	12	1	10	3	2	22	11	2	8	5	0	18	15	6	137	7	6	11	5	2	2	4	54	72	2	43	10	6	2	4	4	1	0	2	3	1	6	7	4	10	0	2	1	1	6	1	0	3	3
c__Lentisphaeria	23	61	37	38	50	27	17	70	26	60	29	61	56	57	45	19	14	22	53	59	47	491	118	17	37	87	28	14	15	32	15	18	215	19	14	38	26	5	123	153	35	294	15	6	19	1	26	68	54	339	730	83	267	18	11	418	72	30	65	177	104	82
c__Nephroselmidophyceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
c__Conexivisphaeria	0	0	0	2	0	3	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	3	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	2	2	0	0	0	0	0	2	0	0	0	0	0	2	0	2	0	0	0	0	1	2	0
c__Bacteroidia	1567	1622	1600	1060	4161	1107	5691	2171	528	16799	17622	1928	1917	3002	3198	281	469	2848	878	11157	792	2857	1332	396	791	2102	598	401	305	1614	692	419	1824	767	1157	2927	1325	70	1933	2542	872	490	1171	484	3914	14	790	2242	1720	703	1110	650	1919	2027	1863	1204	485	1366	6519	2005	7409	29551
c__Methanomicrobia	196	276	243	478	535	1820	121	333	98	665	438	800	676	618	506	120	172	118	386	572	254	3049	1855	385	527	498	212	1112	99	181	254	180	2433	175	202	542	367	81	613	2043	593	2979	219	90	86	12	266	597	252	681	1182	511	1749	2267	2906	3888	980	242	367	3101	757	509
c__Monoblepharidomycetes	22	27	19	132	64	24	20	23	103	88	28	39	23	44	37	98	21	28	55	57	8	42	67	5	63	94	31	41	99	36	70	58	15	40	6	31	33	4	51	101	39	16	48	24	8	0	33	37	36	40	36	1	10	11	16	13	2	28	28	7	22	33
c__Candidatus Peribacteria	17	8	51	6	19	1	1	16	2	17	4	0	2	17	7	4	8	2	40	36	5	68	67	3	17	35	7	16	1	0	0	8	2	4	6	11	8	1	26	17	5	11	2	0	1	0	7	10	6	11	19	18	54	11	14	2	1	3	4	1	12	7
c__Thecostraca	3	43	10	73	178	32	3	63	8	10	13	5	5	14	0	5	9	14	56	43	3	6	44	6	17	47	11	24	46	58	11	19	8	11	28	59	211	2	114	15	22	17	18	11	5	0	2	6	2	27	53	1	6	6	8	8	8	2	2	26	7	18
c__Terrimicrobia	1	5	0	9	2	2	0	6	2	5	76	2	2	7	0	4	2	0	15	3	2	48	2	0	3	2	0	0	1	0	0	4	2	0	4	4	6	0	2	1	2	2	2	0	2	0	0	0	0	4	3	1	2	0	0	0	0	3	3	3	4	13
c__Umbelopsidomycetes	23	34	7	209	75	14	25	21	94	71	19	22	19	29	16	139	17	63	165	63	5	99	16	9	140	92	26	49	105	42	69	61	49	29	35	30	16	0	26	176	53	8	45	29	11	0	29	66	5	56	22	12	60	8	5	66	28	154	12	36	10	12
c__Raphidophyceae	29	45	61	12	18	31	6	21	32	43	114	45	32	31	14	29	115	188	47	32	18	56	26	3	14	32	13	7	38	120	14	23	35	91	157	18	24	1	27	37	19	18	6	6	84	0	13	23	57	16	38	9	61	8	9	38	15	218	291	24	502	661
c__Thermomicrobia	437	594	741	546	723	431	82	1531	213	507	314	1727	1290	677	259	104	167	149	580	678	7710	111637	49311	672	357	1600	208	225	101	173	100	162	8684	234	298	830	600	1142	1199	4793	1607	3184	81	76	43	40	460	1249	285	3456	8515	12664	36132	203	236	12885	2008	221	199	3025	479	323
c__Malasseziomycetes	1487	2918	781	1398	2084	441	1548	731	11780	5105	1169	162	186	805	1319	15398	1211	688	5375	6011	659	245	649	381	2245	236	106	239	13048	3841	8024	3796	54	2498	1428	537	433	30	108	619	409	76	362	834	1464	0	389	163	240	140	300	9	32	58	327	7	206	2622	131	98	26	252
c__Dimargaritomycetes	9	28	3	141	56	22	3	12	12	10	4	6	0	7	5	19	7	6	33	22	1	0	4	1	52	48	17	21	16	2	19	14	1	21	5	12	4	0	7	17	17	11	33	13	5	0	23	28	5	3	10	0	0	0	0	1	0	16	4	19	0	2
c__Rhodellophyceae	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	1	0	0	1	0	2	0	2	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	8	0
c__Dictyochophyceae	12	52	13	25	29	14	5	23	35	9	70	5	12	9	18	34	3	17	62	41	3	9	65	9	24	48	20	11	40	3	22	20	44	9	3	17	17	1	22	38	24	6	7	12	2	0	19	17	1	11	20	4	25	7	6	25	16	13	5	14	13	11
c__Hexactinellida	0	3	0	0	1	0	0	0	0	0	0	0	0	1	0	1	5	0	9	1	0	0	0	0	11	0	0	0	2	0	0	8	0	0	0	0	0	0	1	0	0	0	7	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
c__Nitrospira	503	707	667	280	472	249	90	822	196	539	1051	829	438	566	357	67	218	354	677	679	198	1799	1926	112	354	902	199	140	124	374	117	196	1003	253	564	507	328	45	1055	1024	318	477	103	60	166	5	163	356	739	801	1756	295	1204	113	109	920	337	760	774	654	1146	1116
c__Chloroflexia	1010	1998	3268	2340	3076	1305	369	7317	698	1829	1184	4624	3343	4952	864	393	568	393	1276	1631	43958	632923	131939	5874	834	3860	455	709	221	443	196	656	61194	582	1004	3000	2072	11939	4769	20865	6136	11617	656	240	287	177	1259	2850	1050	14290	34751	127954	361812	817	888	63927	8705	577	656	14985	1664	951
c__Cladistia	1	6	0	74	42	8	4	30	3	1	0	1	0	17	30	4	3	0	4	9	8	4	0	8	22	21	3	60	3	4	3	12	1	9	10	7	12	0	14	3	6	1	21	4	46	0	4	13	1	1	8	1	0	0	3	1	5	4	2	10	0	2
c__Hyperoartia	5	9	5	2	17	7	4	8	3	7	7	3	4	3	1	8	4	2	4	6	2	2	18	8	5	5	4	11	4	4	8	4	1	3	3	13	11	1	17	4	5	9	4	11	14	0	4	5	6	6	9	1	1	0	7	2	6	2	2	0	6	6
c__Desulfuribacillia	34	34	3	9	0	2	29	5	2	183	51	223	199	499	265	3	3	0	18	2	2	15	25	4	18	7	42	4	0	3	121	2	25	1	31	0	1	0	3	12	3	7	76	13	9	0	104	355	109	4	7	3	1	2	4	3	0	3	33	17	66	33
c__Acidithiobacillia	185	82	76	55	63	332	10	74	35	88	506	163	65	138	81	18	45	194	108	161	27	188	242	17	52	168	36	33	23	412	50	46	170	99	272	71	73	3	126	164	74	132	18	21	50	0	17	71	226	92	111	53	168	8	18	191	77	305	346	83	370	687
c__Ktedonobacteria	404	1193	572	2729	4493	1504	323	3264	658	1395	421	2861	1841	1878	1940	563	1592	347	6427	5840	2363	21437	117581	698	3803	21889	1105	2637	1159	691	1032	1703	17068	1661	2636	3322	2292	477	12052	11094	4004	7366	613	227	242	84	1712	3441	1022	19330	29228	3066	11132	1006	1073	17862	5117	498	465	6083	926	659
c__Breviatea	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c__Candidatus Lambdaproteobacteria	36	25	32	5	10	22	5	12	9	22	20	48	10	40	33	3	2	10	26	24	1	14	23	21	12	11	8	2	12	3	2	0	1	16	18	4	8	0	8	30	9	24	3	33	3	0	16	16	52	23	31	9	23	8	3	50	2	15	21	92	51	12
c__Eurotiomycetes	12521	106266	35515	85463	139888	18240	17700	43959	60733	29209	3892	5709	2082	199443	42652	115811	90657	5827	334513	229059	980	471	1840	28832	547918	598310	243664	392176	44987	29947	110828	148669	1210	54562	34189	60695	42607	171	33039	115123	33196	994	389170	95479	4928	20	69265	14843	8636	66596	115307	237	570	4515	2819	346	833	10609	1154	256	1638	586
c__Glomeromycetes	708	4361	582	969	713	301	725	477	1548	3448	386	1788	3343	3960	3708	6561	4537	268	5528	13431	27	142	68	43	3520	839	9280	777	4552	2766	4910	5182	152	9593	3475	1481	537	11	734	1689	1124	45	24274	8074	116	1	7631	3913	1776	604	534	24	66	91	204	102	90	1479	137	78	606	303
c__Candidatus Nanoarchaeia	1	2	7	0	1	2	0	4	0	2	0	0	2	7	0	1	0	1	1	6	0	1	0	0	0	0	0	2	0	0	0	1	2	0	1	5	0	0	0	1	0	4	0	0	0	0	0	1	0	0	11	0	0	2	1	0	0	0	4	3	0	2
c__Sphingobacteriia	1687	3466	1245	1867	3436	745	104728	8785	1165	167757	66604	2188	16157	2058	1130	543	1256	76535	1307	2382	306	1649	951	89	1008	9123	902	852	803	1190	865	2745	1082	881	1055	3984	1763	56	3788	2072	1304	192	824	607	39061	1	616	1831	1411	859	1716	699	1224	416	483	429	209	1154	245543	670	247276	470892
c__Thermococci	20	17	17	21	82	247	13	62	11	51	303	29	28	41	14	1	15	54	19	28	15	212	34	58	69	61	6	96	4	28	12	12	113	14	60	110	73	1	37	110	48	293	9	3	17	0	34	64	14	20	18	72	194	355	511	145	54	17	73	188	146	91
c__Nanohaloarchaea	1	7	0	37	149	1357	11	23	1	61	5	16	21	35	28	12	2	0	4	4	14	52	17	152	226	17	20	967	2	0	1	2	219	0	1	188	85	2	8	245	129	934	0	4	10	9	5	54	1	27	101	13	87	1800	2156	309	88	1	9	913	60	17
c__Bigyra	89	302	99	154	113	53	18	114	104	70	75	33	50	55	40	67	31	73	305	141	14	74	116	7	106	140	22	40	60	38	61	61	27	86	49	145	55	8	85	61	79	20	82	15	20	0	40	55	52	43	66	45	176	10	17	33	35	55	45	36	84	104
c__Insthoviricetes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
c__Spirochaetia	506	726	486	277	325	327	329	470	319	1454	1925	1718	1276	1218	915	156	548	362	443	620	384	3370	1117	128	443	426	595	216	193	151	538	151	1350	200	816	338	304	92	551	1163	402	661	529	96	285	10	702	1594	1373	687	1191	748	2587	287	327	1497	555	521	1571	953	2594	1924
c__Actinopteri	276	595	311	440	951	615	104	471	382	396	1108	522	224	421	436	1431	589	883	934	1449	390	350	258	102	642	549	889	545	711	972	677	1134	427	1442	1298	749	1017	24	888	497	320	187	1734	664	669	2	584	213	447	283	532	36	138	207	263	240	110	1718	1676	246	1057	3018
c__Tepidiformia	1	3	3	3	13	0	0	9	2	2	2	0	3	4	6	1	2	0	5	7	0	5	31	1	0	15	4	2	1	0	0	0	7	1	0	6	6	4	14	3	1	0	0	0	0	0	0	3	1	3	0	1	19	2	0	25	12	0	2	2	2	2
c__Hadesarchaea	4	7	6	6	8	21	1	9	2	18	37	7	1	12	3	2	2	2	3	11	8	90	57	3	9	21	19	32	1	1	6	3	23	5	28	8	11	0	11	39	19	79	39	1	3	0	10	18	5	6	6	16	28	79	104	43	14	6	2	42	9	11
c__Cycadopsida	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	6	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	5	0	0	2	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
c__Clitellata	5	27	12	24	53	26	3	4	22	23	3	3	6	19	10	54	15	5	77	87	4	1	9	0	32	19	62	59	72	84	64	41	1	48	24	34	41	2	22	20	7	0	52	29	1	0	30	7	2	13	17	2	6	0	2	4	0	17	4	7	11	1
c__Chondrichthyes	3419	748	3705	99	650	83	74	381	340	276	579	294	229	240	190	59	130	1114	849	723	469	156	365	149	211	447	111	78	150	240	66	399	36	314	289	298	215	11	396	124	97	21	42	355	7540	0	61	79	164	93	73	27	64	24	43	23	418	210	438	226	690	705
c__Blastocatellia	437	1179	706	1069	1667	603	98	4080	610	952	617	1076	702	1029	890	266	615	196	1704	2658	549	5964	3316	153	666	2359	322	478	296	334	320	832	4673	796	476	2195	1530	156	4409	4008	1462	1317	105	143	200	8	331	469	270	3061	5517	1041	3971	229	329	4169	1734	646	517	1917	1487	1010
c__Flabellinia	13	76	8	67	91	22	2	48	38	24	11	9	15	40	40	29	7	1	85	49	4	30	38	1	29	82	14	27	32	6	21	20	0	8	2	34	36	0	44	12	19	10	13	7	1	0	6	21	12	23	45	6	4	8	7	2	1	20	4	3	3	9
c__Tissierellia	228	137	76	169	259	108	377	827	65	1129	211	1342	1046	2403	2609	76	71	21	141	221	155	600	232	54	152	88	428	28	31	36	442	24	235	48	730	113	110	15	110	210	99	297	867	76	190	1	1182	2022	1209	212	510	214	701	77	138	406	93	64	665	184	458	419
c__Homoscleromorpha	0	0	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	1	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c__Stelpaviricetes	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	1	0	0	1	0	2	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
c__Imbricatea	0	13	1	0	1	0	0	0	3	2	0	0	1	2	14	3	0	0	26	0	1	1	0	0	1	2	2	0	5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	1	2	1	0	2
c__Pycnogonida	2108	659	3051	114	281	235	172	287	255	699	2322	1595	1105	319	151	42	203	756	187	181	66	352	316	51	91	195	51	390	62	357	58	88	65	112	266	196	269	29	261	157	78	28	175	210	275	0	63	114	857	181	424	81	230	32	55	84	38	248	611	53	2876	3388
c__Howeltoviricetes	0	0	1	3	10	6	0	36	6	4	0	0	2	0	6	0	7	0	17	26	0	2	8	2	12	35	1	17	27	36	19	19	0	26	47	23	30	0	8	2	8	0	0	5	0	0	0	1	0	2	0	0	0	5	8	0	0	0	2	0	1	2
c__Anaerolineae	393	748	490	917	993	680	189	1470	428	1065	636	1365	1067	1559	1990	151	405	308	1138	1556	1602	15935	9898	236	551	1829	468	318	190	217	476	414	6202	433	725	1464	939	561	2111	4021	1323	2628	501	129	155	31	638	1284	654	3370	8079	2710	8924	454	612	5917	1851	466	552	2712	2003	882
c__Schizosaccharomycetes	34	66	17	6837	2896	1054	109	151	136	218	98	24	14	42	149	274	109	11	535	163	34	16	20	115	2630	2527	460	882	120	29	104	80	307	55	20	445	178	0	281	552	517	12	1499	575	456	2	685	1490	56	116	291	3	1	2	0	98	58	228	17	14	21	31
c__Myxini	0	3	4	9	28	4	1	3	2	5	2	1	0	1	1	14	0	0	4	14	3	0	1	23	6	8	4	40	10	12	5	6	0	8	4	27	25	0	5	12	28	2	12	3	7	0	1	0	3	6	17	0	4	5	5	7	6	0	0	2	9	2
c__Candidatus Saccharimonadia	11	326	36	4	466	7	5	80	35	21	42	6	10	332	42	3	6	6	14	197	12	50	38	9	5	16	0	3	5	3	36	10	3	12	0	21	12	0	26	16	7	1	2	2	26	0	7	6	1	12	5	8	10	0	7	20	5	3	3	1	3	3
c__Monogenea	4	9	4	15	15	4	5	12	30	13	6	0	0	9	8	40	4	2	3	27	0	3	13	8	11	8	6	3	36	7	18	5	0	5	3	11	13	0	5	3	3	2	9	2	2	0	2	2	4	11	2	2	1	0	0	1	0	7	9	0	3	2
c__Thermoanaerobaculia	37	50	34	47	71	27	9	72	14	45	62	80	26	68	132	10	12	50	52	56	11	201	138	4	19	79	13	17	13	17	17	24	116	75	11	54	31	8	87	132	26	79	3	8	4	0	11	23	26	37	39	26	70	7	13	51	22	26	32	82	93	27
c__Laserviricetes	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	6	0	0	1	0	0	0	1	0	165	0	0	0	2	0	1	0	0	1	0	5	25	18	20	15	0	0	57	2	0
c__Taphrinomycetes	21	36	17	6385	2599	860	108	136	215	218	79	7	16	61	135	371	103	6	299	150	35	15	6	124	2523	2284	434	798	251	95	185	116	10	79	24	455	134	0	239	473	476	11	1285	535	388	0	598	1278	44	69	80	0	7	5	11	1	13	216	28	0	21	22
c__Chlorarachniophyceae	24	937	35	49	40	47	5	52	24	36	52	6	15	24	59	20	10	18	900	76	21	32	39	9	57	98	24	36	17	25	18	30	27	76	18	35	35	2	62	34	26	12	26	7	8	0	26	32	11	70	216	8	24	20	23	55	8	29	13	17	27	21
c__Rhabditophora	220	68	168	66	117	48	25	44	83	49	28	146	14	82	143	79	27	16	90	91	5	40	34	2	79	54	57	42	95	32	74	56	7	37	24	137	115	1	75	39	20	9	67	44	7	0	32	24	122	64	107	6	34	7	12	27	9	21	15	29	23	28
c__Charophyceae	27	128	15	59	62	21	5	122	58	54	21	55	20	41	39	40	16	56	242	173	13	65	25	22	95	128	23	40	77	100	64	55	44	59	35	122	78	0	119	81	60	27	45	52	9	0	47	23	44	65	74	15	61	7	28	69	24	32	26	36	40	44
c__Dothideomycetes	54852	640306	114319	1388843	818482	173101	123567	933850	230701	318016	55546	51147	21586	451137	356425	1462386	946992	7198	1216894	1350065	2741	1428	3448	3080	1313397	750930	1933870	239405	1137668	637293	1826653	1892194	9219	1597187	403408	1477217	445586	233	532915	992253	1294498	1393	2380809	970639	78531	92	981203	206560	93761	572092	784443	331	910	55799	22093	704	54254	561747	42195	5244	67237	6235
c__Candidatus Fermentibacteria (class)	0	0	0	0	1	0	0	0	0	0	8	0	6	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	2	0	0	2
c__Atribacteria	0	3	0	0	0	0	0	0	0	4	0	3	5	0	0	2	0	0	0	0	1	24	0	0	1	0	0	0	0	0	0	0	1	0	1	0	2	0	0	0	0	2	0	0	0	0	0	1	0	2	0	0	0	0	0	1	0	6	1	0	0	1
c__Zoopagomycetes	49	103	54	201	117	62	28	48	221	112	176	33	39	37	31	232	32	135	139	129	8	6	14	7	117	104	28	28	252	38	141	76	4	46	38	31	29	1	51	52	36	3	68	36	22	0	25	47	23	20	18	6	11	14	10	6	5	86	26	4	13	32
c__Ichthyosporea	12	24	10	24	21	8	2	14	9	24	10	14	5	15	6	33	4	30	53	32	2	4	19	0	23	62	12	9	21	37	12	10	2	3	39	16	18	0	22	7	13	10	11	7	4	0	11	8	29	9	16	2	14	0	1	3	0	98	35	4	15	17
c__Stylonematophyceae	2	18	7	6	13	6	4	14	4	4	18	12	10	4	8	2	5	10	26	10	2	53	12	0	10	15	4	5	8	11	1	4	8	5	13	6	16	0	3	11	2	9	4	1	6	0	7	5	6	3	8	4	7	7	10	5	4	4	18	19	12	20
c__Zetaproteobacteria	52	52	72	28	34	46	11	65	18	67	177	186	56	72	33	18	18	53	65	68	34	437	222	17	26	84	9	6	8	89	11	21	331	82	66	57	50	12	81	277	96	82	4	12	20	1	25	75	168	184	440	64	223	5	17	334	96	102	109	114	226	215
c__Chitinophagia	4179	5542	2316	3740	7887	1687	14204	13641	1251	33069	102152	1529	4369	1847	2386	473	1556	6120	1865	2851	318	859	1431	187	1414	9293	1013	1038	314	1098	702	2018	3826	1238	912	10454	4838	37	9249	3872	2954	353	697	915	5558	0	726	1577	803	1334	1909	522	1169	543	1055	557	230	2108	44018	550	47171	59564
c__Methanobacteria	213	56	35	130	312	249	37	178	32	136	112	339	148	156	458	17	34	12	133	238	59	311	154	33	78	246	47	138	9	19	182	76	178	20	28	358	210	10	598	396	194	271	32	30	27	3	99	184	402	86	75	52	188	161	254	210	49	22	78	179	237	177
c__Papovaviricetes	0	0	2	0	18	2	0	6	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	8	2	2	0	2	0	2	35	0	0	2	0	0	0	26	4	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
c__Myxozoa	6	29	2	26	29	9	2	14	8	13	32	123	296	5	1	11	924	9	31	34	3	0	8	2	22	38	4	19	6	20	13	6	4	10	4	50	34	1	24	11	13	4	10	5	1	0	1	10	1	10	12	1	0	2	21	2	0	35	10	1	7	10
c__Armophorea	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0
c__Mamiellophyceae	54	101	44	107	100	34	15	74	80	80	45	210	69	61	29	122	30	31	139	88	23	76	42	25	111	102	48	51	89	30	72	68	119	42	43	66	59	0	61	107	64	30	65	61	16	0	44	84	77	34	62	33	105	16	18	207	38	27	13	50	38	42
c__Oligohymenophorea	1626	181	77	172	171	448	27	438	192	165	674	397	85	144	170	109	128	1843	468	465	112	102	275	16	186	491	78	405	79	146	227	333	140	113	371	1388	359	1	1077	128	502	10	188	55	79	0	67	26	522	45	164	19	50	58	211	12	6	453	806	18	628	789
c__Thermoprotei	88	88	47	113	164	582	79	87	185	230	134	243	290	424	443	145	70	112	200	144	118	1204	612	267	196	112	116	543	131	126	177	71	991	108	226	146	103	35	111	655	209	888	94	42	32	12	119	212	94	396	809	285	959	1055	1376	913	338	75	79	855	110	148
c__Candidatus Nanosyncoccalia	0	1	6	4	11	4	2	25	2	2	2	2	0	12	4	3	9	0	4	50	0	0	0	0	4	11	2	4	2	2	2	12	0	0	0	6	1	0	34	7	11	0	0	0	2	0	2	2	0	0	0	0	0	0	0	0	0	4	0	0	1	6
c__Candidatus Methanomethylicia	0	13	3	6	2	7	0	0	2	5	3	1	3	0	3	2	0	0	4	9	1	11	26	24	18	25	0	21	0	0	2	7	7	0	1	9	7	2	4	14	6	13	0	6	0	1	3	5	1	3	2	4	20	12	16	7	3	0	0	14	2	19
c__Candidatus Undinarchaeia	0	2	0	0	2	0	1	2	1	0	0	1	1	3	0	0	0	0	1	5	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	1	2	0	0	2	0	3	0	0	2	0	0	1	1	0	0	4	0	0	2	2	0	1	0	0	0	5
c__Orbiliomycetes	82	370	95	1248	909	240	81	1069	421	328	62	35	22	401	283	734	551	23	832	1011	17	4	22	43	1300	1859	1131	760	739	425	1037	1391	25	783	272	927	479	0	875	513	559	6	1710	859	76	0	600	233	86	1337	1405	2	7	106	54	6	12	190	30	3	22	16
c__Kinetoplastea	37	108	42	133	121	62	27	106	83	61	181	39	63	54	32	69	39	23	214	180	23	108	67	13	139	222	51	60	101	63	93	74	196	73	28	112	75	10	90	110	110	39	101	58	27	0	39	66	48	84	107	17	39	32	53	52	28	49	35	128	192	100
c__Cytophagia	2627	9648	3051	7380	7621	1942	8401	16393	2483	528380	978427	15570	22816	16314	2846	1506	2346	5600	3347	6478	948	6639	2867	239	3255	7207	2438	1890	1498	1819	2421	3671	2532	1971	4042	7755	4675	217	11620	8620	4909	1412	2622	1165	17961	6	1479	21815	20847	2800	3652	7308	11601	897	1353	2188	1048	4514	20177	2863	20093	278754
c__Gymnolaemata	4	6	0	9	33	8	0	14	11	4	0	4	0	6	2	4	5	1	21	11	6	5	19	3	13	11	7	12	5	4	4	6	6	10	2	19	73	0	25	13	10	23	10	1	0	0	4	4	5	3	15	0	6	4	7	21	15	8	2	24	0	1
c__Candidatus Termititenacia	10	30	18	27	4	2	0	13	10	25	30	6	0	10	16	0	5	6	11	5	1	12	89	2	4	2	6	1	5	5	3	3	17	2	2	9	3	2	12	9	2	14	0	11	2	0	4	8	5	6	10	7	15	0	2	5	5	4	8	55	1	16
c__Armatimonadia	65	274	71	277	1549	102	20	529	118	275	78	102	90	233	276	87	416	83	567	300	63	531	838	12	279	1401	70	211	61	102	69	423	279	243	314	793	583	28	1295	542	374	99	61	25	23	1	111	94	80	1067	416	108	377	69	133	181	102	82	147	167	172	164
