#NAME	H800_swab_1_S1	H800_swab_2_S1	H801_swab_1_S1	H802_swab_1_S1	H802_swab_2_S1	H803_swab_1_S1	H803_swab_2_S1	H804_swab_1_S1	H804_swab_4_S1	H805_swab_1_S1	H805_swab_2_S1	H806_swab_1_S1	H806_swab_2_S1	H807_swab_1_S1	H807_swab_2_S1	H809_swab_1_S1	H809_swab_2_S1	H810_swab_1_S1	H813_swab_3_S1	H813_swab_4_S1	H814_chip_2_S1	H814_chip_S1	H815_chip_S1	H817_chip_S1	H817_swab_1_S1	H817_swab_2_S1	H818_swab_1_S1	H818_swab_2_S1	H819_swab_1_S1	H819_swab_2_S1	H820_swab_1_S1	H820_swab_2_S1	H821_chip_S1	H821_swab_1_S1	H821_swab_2_S1	H822_swab_1_S1	H822_swab_2_S1	H823_chip_S1	H823_swab_1_S1	H825_swab_1_S1	H825_swab_2_S1	H827_chip_S1	H827_swab_1_S1	H827_swab_2_S1	H831_chip_2_S1	H831_chip_S1	H831_swab_1_S1	H831_swab_2_S1	H833_swab_1_S1	H834_swab_1_S1	H834_swab_2_S1	H835_chip_2_S1	H835_chip_S1	H837_swab_1_S1	H837_swab_2_S1	H838_chip_S1	H840_chip_S1	H840_swab_1_S1	H840_swab_2_S1	H841_chip_S1	H841_swab_1_S1	H841_swab_2_S1
c__Exobasidiomycetes	34348	24302	24549	35855	1826	586	49200	2292	409226	170228	34539	3240	4381	4951	24267	498086	27690	1574	31000	67958	61	22	69	21	72623	2926	334	3832	416700	10761	271929	130891	349	7194	2716	1050	555	2	922	2468	2055	11	4922	4399	638	2	1393	598	1133	676	265	11	34	59	58	45	64	87700	4230	29	745	8464
c__Candidatus Mcinerneyibacteria	0	0	1	1	0	2	8	4	2	7	2	10	18	5	3	0	1	0	1	4	0	10	9	0	5	0	1	0	0	0	8	1	0	1	8	0	0	0	2	3	2	1	1	1	2	0	6	3	3	2	8	2	8	8	1	2	2	0	0	2	8	2
c__Phycisphaerae	955	3184	2032	1814	2838	1032	380	5768	803	1315	1120	1045	642	1451	1549	330	884	602	3218	4095	387	2967	2916	233	1635	5286	605	863	396	865	419	1434	2269	844	1000	3071	2112	94	4870	2642	1410	850	204	203	210	13	746	870	459	1284	1705	643	2080	503	1039	1717	652	664	588	1257	1773	977
c__Pedinophyceae	17	14	11	38	14	3	6	10	102	42	13	10	1	10	40	475	14	7	26	38	2	24	7	2	25	14	2	5	351	6	82	25	9	5	4	11	18	0	14	16	3	37	9	2	0	0	0	10	2	7	5	3	3	5	3	17	3	26	4	27	5	3
c__Diplopoda	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c__Ulvophyceae	34	134	113	42	71	4	0	78	18	24	10	15	15	66	44	7	20	3	90	86	4	35	28	5	39	44	19	23	12	19	11	43	10	14	11	16	40	0	67	55	22	17	16	17	4	0	11	17	13	13	5	5	21	2	2	12	4	11	14	17	33	24
c__Arachnida	775	3131	612	8174	31791	72638	1383	5128	1187	1294	585	718	674	1709	1301	2211	1546	452	8837	9199	304	485	292	328	2605	4100	2454	19555	2720	2174	1627	3667	440	3496	2675	158434	20042	1331	4904	2570	7640	372	5890	2234	461	2	1873	1212	486	4363	5129	673	922	3217	2094	400	161	636	201	173	423	541
c__Appendicularia	5	26	0	7	53	10	13	7	6	9	4	7	3	4	1	4	7	2	33	25	0	11	17	3	9	15	5	8	4	9	4	5	19	9	6	22	35	0	24	13	14	18	6	6	5	1	22	13	22	7	7	2	10	4	0	21	1	2	1	15	4	5
c__Magsaviricetes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c__Remipedia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c__Agaricostilbomycetes	6	2	9	9	2	0	2	2	106	30	7	0	2	0	11	87	4	0	2	12	0	0	0	0	6	20	0	4	64	3	67	26	0	1	0	0	0	0	5	2	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	2	0	0	2
c__Blastocladiomycetes	16	42	14	229	120	47	23	33	175	76	28	13	15	29	54	149	26	2	80	46	5	21	28	4	108	114	42	58	148	20	113	66	3	31	26	49	41	2	35	54	32	11	50	38	16	0	62	70	41	25	41	6	24	11	36	8	10	68	14	21	26	27
c__Litostomatea	0	0	2	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0
c__Picocystophyceae	0	15	2	3	2	1	1	2	11	9	5	4	0	0	0	10	0	1	2	6	0	3	3	0	3	3	1	2	14	0	8	4	0	2	0	5	5	0	9	1	0	0	1	2	0	0	3	6	3	4	1	2	4	3	0	1	0	5	0	0	0	0
c__Chilopoda	6	7	0	35	184	83	3	19	2	10	8	2	5	4	4	4	9	0	13	14	2	2	1	0	9	27	8	47	0	7	3	9	8	5	13	82	227	2	119	7	17	2	10	1	3	0	9	6	0	9	38	0	13	5	5	5	0	6	0	1	0	6
c__Phaeophyceae	406	160	375	40	33	11	21	40	51	139	491	131	252	60	75	29	20	10	102	58	3	25	32	5	22	51	22	17	43	23	45	42	42	34	10	50	25	3	30	38	17	22	18	31	67	0	19	28	46	53	119	12	31	8	9	14	6	7	116	50	156	1063
c__Zygnemophyceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	6	4	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1
c__Candidatus Eremiobacteriia	10	14	10	43	60	17	21	39	5	23	12	29	15	27	22	1	146	10	189	253	39	216	568	7	154	324	41	50	23	13	5	29	171	26	15	45	32	8	75	82	44	53	2	6	2	0	16	26	29	131	287	49	218	2	7	85	22	13	15	46	17	7
c__Nitriliruptoria	262	229	309	233	319	157	35	500	208	367	161	555	354	260	188	33	60	79	235	279	1780	6799	5016	1035	150	397	44	73	60	48	83	88	3977	87	252	211	184	247	493	2482	786	1785	50	51	68	13	218	343	102	1021	2308	2562	12656	89	93	4733	1282	116	114	1857	653	270
c__Deferribacteres	29	14	12	9	11	13	14	20	10	85	57	77	102	40	17	10	48	23	11	32	12	217	45	4	16	11	17	11	0	3	40	5	39	7	47	15	13	13	16	43	20	48	64	0	13	0	48	89	46	12	24	43	185	10	8	101	7	23	47	46	130	95
c__Monjiviricetes	0	0	3	6	1	0	0	0	0	0	1	0	0	0	1	0	2	0	0	0	0	1	0	0	1	3	0	2	0	0	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	1	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0
c__Gemmatimonadetes	2105	7033	2973	2225	3440	812	240	5462	1152	1724	1791	1786	1177	6291	2239	1064	1543	569	3146	3674	998	5319	26968	248	2413	8069	627	1830	2330	951	446	1844	6450	2364	1895	3699	4055	833	8608	5864	3209	1249	276	627	222	18	555	741	1383	3740	4829	1149	3923	444	778	3755	1136	678	930	1795	2387	1351
c__Ichthyostraca	34	62	18	19	79	17	22	24	8	313	310	393	1074	125	76	9	723	38	51	47	38	405	57	7	39	31	49	24	10	14	100	9	298	12	309	46	43	14	44	197	50	40	795	29	34	3	221	578	316	68	221	89	266	7	1	148	70	1638	638	80	448	202
c__Verrucomicrobiae	1174	2367	1657	1449	1654	694	247	3527	662	1334	1683	1443	856	1177	1047	428	1043	1745	2406	3799	289	2730	2183	126	1297	2962	570	540	369	599	435	1069	1046	688	592	1869	1365	98	3097	1925	1006	520	417	359	336	10	493	590	1095	1065	1908	517	1723	473	662	954	377	707	1070	973	2843	2276
c__Candidatus Uabimicrobiia	10	21	15	10	15	12	3	17	11	51	23	39	38	23	24	2	3	0	51	35	9	66	48	0	26	25	16	5	1	7	0	13	24	5	28	20	8	1	38	23	21	9	23	3	0	0	21	67	16	9	23	29	72	3	7	37	14	3	19	24	10	18
c__Hydrozoa	81	40	148	62	91	40	7	34	45	37	32	19	63	23	12	32	245	79	37	27	0	8	16	1	56	38	34	99	29	8	39	24	4	23	37	61	93	3	73	20	31	0	40	15	7	0	21	24	4	15	24	0	8	7	6	1	0	39	22	1	12	39
c__Malgrandaviricetes	1	3	7	4	0	2	0	4	3	8	2	0	3	2	2	0	0	0	0	2	0	1	6	1	0	2	0	0	0	2	1	1	2	2	5	1	0	0	0	0	1	0	1	0	0	0	0	1	3	0	5	1	0	0	1	3	0	0	0	0	5	5
c__Chytridiomycetes	231	707	143	1635	905	266	1379	354	998	2165	358	2119	2090	1534	749	1213	210	90	757	628	29	203	194	49	1111	1076	810	315	960	344	2548	603	128	243	1491	521	299	10	501	474	424	37	1823	440	95	0	1972	3519	1273	183	248	43	98	35	23	254	27	415	181	111	181	216
c__Calcarea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c__Dehalococcoidia	182	375	232	326	452	604	53	745	147	413	284	852	561	728	565	70	108	127	477	387	712	5732	6388	244	284	681	123	427	49	107	92	123	3934	134	209	365	315	146	634	2543	783	1654	128	59	43	10	222	522	302	1175	2528	1448	4472	588	864	4943	1439	241	265	1776	492	307
c__Duplopiviricetes	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	1	0	0	0	0	5	0	1	0	0	2	0	2	0	0	0	0	6	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c__Candidatus Izimaplasma	3	4	0	7	4	2	5	0	5	34	13	70	56	32	19	2	0	3	3	7	0	5	3	0	5	1	11	1	0	0	9	0	0	0	11	0	1	2	0	0	3	0	9	2	6	0	23	36	8	0	0	72	228	0	2	0	1	3	7	2	10	221
c__Tremellomycetes	2612	1032	475	2542	1482	470	1143	1932	5584	4986	1017	148	160	5960	4578	4769	630	1678	3001	3353	139	454	461	135	1872	1687	1828	689	6981	4423	19447	2748	84	953	1080	2351	1223	1	2642	602	998	66	824	639	1100	0	357	415	165	721	846	15	57	286	226	119	67	5538	812	35	106	260
c__Heterotrichea	87	38	4	25	17	83	1	25	26	2	23	5	2	5	5	9	8	93	51	33	5	2	18	1	23	87	12	39	11	1	22	10	12	1	42	89	24	0	68	17	25	0	7	5	0	0	8	6	6	10	17	4	18	0	47	2	1	60	51	5	7	32
c__Bolidophyceae	0	1	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	2	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0
c__Chitinivibrionia	3	3	1	7	3	1	1	2	4	10	3	10	20	7	0	0	2	0	12	7	2	21	19	1	2	2	2	0	0	0	6	1	20	0	0	4	3	0	3	2	1	5	1	0	2	0	0	0	4	1	9	5	0	0	0	7	1	0	2	4	17	5
c__Pisoniviricetes	9	1	16	1	1	1	0	1	0	6	7	50	9	0	1	0	0	0	3	1	0	1	0	3	0	0	3	2	0	2	0	3	0	3	2	2	0	0	1	0	2	0	5	0	0	0	0	0	0	0	2	0	2	0	0	0	1	0	0	0	1	18
c__Variosea	45	250	32	398	354	169	32	735	208	117	525	10	25	39	22075	212	43	12	344	282	3	86	259	13	202	1118	78	199	188	48	158	115	51	88	29	1195	817	1	1460	119	158	11	90	49	20	0	36	97	6482	121	190	12	26	253	126	28	5	86	37	13	90	125
c__Candidatus Ozemobacteria	0	3	0	4	3	1	0	0	0	1	2	10	0	2	4	0	2	0	12	3	0	10	7	1	2	4	2	2	0	0	0	0	1	4	2	0	2	0	3	5	1	1	1	2	2	0	0	0	1	3	0	0	0	0	0	7	1	2	4	0	2	2
c__Spirotrichea	425	353	46	473	281	685	96	1315	903	160	159	133	29	483	866	150	112	400	2134	1377	27	282	162	19	545	3208	174	324	245	128	323	260	142	148	67	893	396	6	5484	232	421	20	213	124	62	0	113	113	53	407	456	35	111	48	5139	53	9	289	203	39	202	250
c__Ascidiacea	18	61	19	53	144	54	3	31	30	17	9	7	7	20	32	50	10	2	66	31	0	21	27	3	18	41	21	22	48	9	50	17	11	10	9	38	111	8	64	17	24	10	19	14	2	2	4	25	8	20	37	11	14	6	32	8	4	11	4	5	21	4
c__Enoplea	37	136	54	108	543	179	135	207	141	262	68	191	176	253	205	263	97	50	448	691	169	45	68	91	321	232	306	200	278	328	448	267	35	295	342	526	448	14	319	171	101	22	486	155	148	0	215	306	153	103	163	10	16	24	62	64	13	107	53	34	63	64
c__Kickxellomycetes	10	31	8	93	61	14	16	20	81	37	21	7	5	10	11	83	24	10	53	45	3	1	7	4	76	51	32	25	87	25	60	29	3	25	14	29	33	1	13	13	16	5	41	17	11	0	24	19	4	9	9	1	5	0	0	2	1	32	5	7	8	4
c__Fragilariophyceae	2	13	2	31	56	17	4	30	12	6	35	7	5	11	2	13	13	2	25	19	3	12	8	7	8	6	4	1	10	7	3	10	4	0	7	9	7	1	37	7	7	6	0	0	0	0	7	6	5	4	11	4	0	1	3	10	0	3	1	4	5	6
c__Florideophyceae	53	57	82	16	27	13	10	17	16	26	7	39	24	59	69	5	7	3	61	29	4	67	65	6	8	22	19	4	12	13	11	6	7	18	21	12	10	0	30	10	17	5	33	22	3	0	17	22	3	18	16	8	27	23	14	27	3	3	2	42	31	15
c__Compsopogonophyceae	0	15	1	3	8	1	0	4	1	3	2	0	0	0	5	4	0	1	9	6	5	16	10	2	2	4	1	0	0	2	4	0	1	4	2	1	7	0	3	4	2	0	3	2	2	0	2	4	1	0	8	0	18	0	0	4	0	1	0	8	9	3
c__Mesostigmatophyceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c__Holothuroidea	3	16	5	40	74	43	4	14	17	7	11	5	2	3	7	9	1	19	42	25	2	6	5	4	34	30	4	121	21	12	8	10	8	8	13	55	62	1	48	17	9	4	23	6	26	2	12	5	0	11	16	4	13	0	3	3	0	21	5	5	2	4
c__Bivalvia	21	187	17	263	475	188	20	137	79	64	28	23	27	95	47	115	47	31	304	210	17	75	93	8	148	169	68	147	66	69	68	74	46	57	118	363	550	17	321	107	98	59	108	52	48	0	62	60	39	66	165	10	69	32	23	44	22	42	33	50	28	38
c__Spiculogloeomycetes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
c__Repensiviricetes	0	0	2	0	4	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	3	3	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c__Pelagophyceae	19	63	11	46	46	16	4	40	59	24	37	56	14	20	27	57	67	44	100	57	37	49	39	11	72	57	58	15	59	23	47	39	74	53	33	34	35	1	38	62	30	36	75	17	11	4	30	15	23	15	15	6	17	11	9	70	23	53	42	29	46	47
c__Malacostraca	39	485	45	185	653	209	93	184	134	307	373	181	128	162	106	128	88	264	445	219	29	57	67	41	201	223	147	422	124	198	149	170	53	108	165	353	981	23	618	114	128	27	100	86	101	0	118	257	353	86	274	35	77	22	25	43	48	116	156	34	374	686
c__Mollicutes	234	196	42	28	94	49	409	48	59	734	225	699	955	1759	2302	56	33	24	201	160	102	316	117	23	130	106	187	9	72	25	504	22	101	49	259	1438	45	6	179	114	84	75	419	50	307	2	316	819	457	168	433	95	373	52	33	122	47	49	186	97	217	3971
c__Magnoliopsida	47556	36171	55170	58446	111061	9351	7805	99513	26257	49851	224776	113437	27492	38302	29517	22190	49981	76800	39487	77658	2139	6136	6694	1210	45959	97743	42103	26817	95087	72372	42034	78671	4644	59539	262638	135776	68562	254	113297	42665	56249	1729	42781	39490	40539	81	21302	31246	131937	28887	36216	1392	4486	4172	24526	3134	1866	313082	353126	2073	214069	450366
c__Gnetopsida	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c__Longimicrobia	59	301	127	98	170	22	32	276	38	86	60	56	35	1211	92	35	52	82	101	103	33	670	640	3	46	167	13	66	38	34	15	65	439	86	67	126	120	163	303	384	161	21	5	14	11	1	14	38	11	96	72	55	294	19	29	452	206	49	41	73	101	51
c__Methylacidiphilae	17	14	19	7	23	17	23	22	12	127	43	138	155	99	64	7	29	7	49	50	15	206	106	4	23	46	49	3	7	18	31	10	134	11	115	20	23	8	48	102	48	14	252	10	5	0	132	182	67	33	52	66	216	6	3	144	41	12	11	62	29	46
c__Thermodesulfovibrionia	0	0	6	7	0	0	0	10	5	27	24	18	6	13	2	0	2	3	10	2	13	113	28	0	8	4	19	0	0	1	1	0	26	1	73	3	0	0	8	96	6	3	50	1	1	0	67	85	4	4	2	25	70	1	2	12	15	0	1	6	1	24
c__Acidimicrobiia	1314	1202	1329	1519	2734	890	223	3465	1578	907	1046	1602	1233	1236	722	253	357	555	2510	3761	3957	14609	23174	2895	943	2780	436	682	280	556	513	564	7278	394	899	1749	1436	2695	3139	3883	1589	2992	191	193	231	36	713	880	638	4386	9602	3871	14368	475	739	7388	1824	575	705	2839	1207	1196
c__Marchantiopsida	18	13	11	25	45	7	1	50	22	23	32	20	63	8	3	35	7	5	35	22	2	6	21	1	32	53	6	32	33	24	37	19	16	17	14	58	18	0	48	30	47	13	14	13	17	0	6	11	3	9	18	0	4	2	4	12	5	3	42	13	23	241
c__Methanococci	3	1	0	33	74	660	6	17	0	44	4	23	39	39	27	2	9	4	9	8	8	91	26	129	120	10	17	285	4	4	5	3	139	6	13	134	75	2	11	169	59	578	24	9	0	3	8	57	45	14	34	35	127	738	1051	148	81	9	0	511	22	15
c__Dictyoglomia	21	10	6	0	15	6	17	7	2	25	10	31	11	124	234	2	1	3	12	6	3	31	25	0	1	8	5	0	0	0	27	3	13	4	20	4	5	4	6	9	5	6	5	8	0	0	12	29	22	2	3	3	6	1	11	78	2	0	14	5	19	14
c__Polypodiopsida	2	26	4	74	508	33	6	57	3	17	18	32	9	10	6	15	25	6	30	37	5	15	15	1	45	45	20	55	37	20	20	48	8	32	19	115	24	0	73	38	128	3	27	11	6	0	12	18	0	10	11	2	10	15	9	7	1	12	4	7	10	4
c__Naldaviricetes	0	26	0	0	5	9	0	2	2	13	2	0	2	23	8	36	7	0	20	0	0	2	0	0	4	17	4	0	0	2	4	11	0	2	2	11	2	0	10	3	3	1	3	5	0	0	0	1	0	85	7	0	4	0	1	0	0	112	25	1	0	8
c__Fibrobacteria	20	54	33	45	65	14	9	79	15	102	213	45	102	189	71	6	11	20	59	49	6	156	101	5	24	43	27	17	9	10	18	28	106	30	11	55	36	5	75	42	37	11	17	22	13	0	28	89	47	59	136	29	85	11	12	79	26	33	48	40	143	116
c__Microbotryomycetes	559	2272	459	1045	518	136	626	277	3022	1797	400	47	54	7382	2183	9874	4257	5243	2285	1817	124	54	47	30	990	734	796	299	4805	1020	20428	1126	21	593	388	368	214	0	419	210	245	4	400	429	588	1	225	208	100	130	223	9	22	69	63	14	7	6566	191	12	25	68
c__Asteroidea	18	37	3	16	43	13	1	11	8	4	9	4	5	5	6	16	4	5	30	30	4	22	14	6	19	19	5	7	5	5	14	18	12	11	6	57	57	4	45	4	8	0	20	8	0	0	4	7	4	8	19	0	1	11	13	4	5	1	3	5	3	6
c__Pyramimonadophyceae	7	13	5	21	11	5	2	9	9	1	9	3	5	4	4	10	4	10	17	12	7	7	23	2	5	5	3	3	3	7	9	10	0	1	0	10	8	0	10	1	9	15	1	4	5	0	1	6	2	12	6	3	2	0	1	2	4	3	6	4	11	29
c__Euglenida	14	86	17	39	44	20	8	47	33	86	50	13	10	32	26	47	23	8	144	70	6	27	41	0	61	80	14	23	51	13	18	31	28	16	30	30	28	2	39	32	24	5	35	16	2	0	14	23	22	16	16	15	23	7	6	74	15	22	26	14	24	55
c__Megaviricetes	75	510	126	6123	69	34	7	322	97	38	32	51	33	52	52	13	88	38	367	228	6	19	12	3	155	642	256	1192	203	31	72	13	3	38	19	87	46	0	95	66	30	4	6712	108	11	0	40	31	20	26	12	1	6	13	12	4	5	26	24	3	16	20
c__Alsuviricetes	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
c__Olisthodiscophyceae	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
c__Saprospiria	101	218	170	99	172	115	381	307	46	2305	3237	272	263	364	206	26	48	206	124	159	49	524	337	27	55	253	64	63	26	41	99	78	295	60	118	170	137	20	299	923	144	190	48	27	219	2	86	218	152	135	310	113	331	40	53	407	128	121	812	436	1639	2539
c__Saccharomycetes	285	1077	325	11768	5731	1733	458	1502	1874	1417	352	181	129	798	782	2799	1193	172	2426	2190	545	212	156	362	5870	5857	2382	2101	2393	1004	2289	2026	93	1514	490	2093	1494	13	1298	1747	2428	105	4470	2035	1990	5	1870	2495	237	1372	1710	47	139	127	122	63	162	970	144	78	153	228
c__Cystobasidiomycetes	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c__Candidatus Marinamargulisbacteria	2	2	0	5	8	30	10	5	0	6	8	20	7	20	62	0	0	10	7	5	1	20	34	1	4	10	8	2	0	2	21	3	7	0	9	10	3	1	8	12	3	2	15	3	0	0	2	16	10	2	4	20	23	3	17	0	6	3	2	6	9	16
c__Lecanoromycetes	145	1174	285	9485	7915	820	275	5558	1731	918	199	119	62	1424	1218	2726	2283	71	2854	3426	31	36	283	87	4716	4998	4317	2132	3889	2364	4845	5704	45	3899	1263	4994	2321	0	3934	2421	3858	33	8323	4022	316	4	2592	551	230	5845	7376	3	12	307	180	18	88	917	157	12	132	47
c__Bacillariophyceae	300	164	296	250	329	136	9	275	65	50	33	85	67	46	35	32	92	46	180	86	38	55	35	8	108	137	161	50	62	28	48	53	70	61	47	202	108	4	191	58	205	38	72	57	22	2	53	97	113	72	67	38	119	63	75	50	21	31	40	46	85	111
c__Mixiomycetes	116	344	42	266	111	29	98	86	833	422	93	50	16	217	312	1018	142	101	360	424	2	3	21	9	228	166	65	69	885	306	779	281	7	218	65	86	72	0	100	56	61	2	61	120	10	0	55	55	46	38	43	2	1	8	6	4	1	268	25	0	4	16
c__Acidobacteriia	10146	11515	4274	12159	14433	3644	1288	19605	12510	5492	4527	4721	1823	10677	18584	5359	25851	7390	39659	52171	1600	6007	13419	382	13235	55004	5171	8455	9016	6766	6088	19426	3869	7994	9891	32613	20654	139	48987	16159	11586	1501	1256	1457	573	18	3417	2905	4294	21160	10202	1139	3516	908	2487	3109	1060	4732	2858	1743	2740	2740
c__Caudofoveata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c__Ellioviricetes	0	2	0	0	0	0	0	0	0	1	0	2	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0
c__Coniocybomycetes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
c__Fimbriimonadia	13	46	11	47	64	20	3	73	26	26	12	50	37	23	11	11	18	19	53	41	16	121	64	3	33	99	10	31	0	15	6	48	119	16	16	63	36	10	104	110	62	6	4	4	9	0	31	26	14	61	68	15	47	1	6	64	29	8	29	50	60	127
c__Coprothermobacteria	0	4	4	4	1	2	0	8	0	2	6	16	15	7	3	1	0	0	6	2	1	16	12	0	6	2	8	2	1	0	157	1	14	2	0	3	2	0	4	11	8	13	1	0	1	0	4	7	5	4	5	2	12	0	1	21	4	1	4	10	17	17
c__Mouviricetes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c__Elardia	6	81	17	59	54	35	2	68	26	11	22	6	2	20	40	14	8	7	117	73	2	12	40	0	35	87	14	25	16	61	7	13	13	8	11	54	40	1	126	14	31	8	22	4	9	0	7	11	8	13	34	3	7	13	12	9	0	21	3	4	7	17
c__Vicinamibacteria	110	307	220	186	280	91	10	814	126	101	200	84	41	198	158	48	175	30	411	528	88	405	206	21	169	461	69	87	69	71	47	179	157	168	99	460	367	34	766	326	158	76	23	27	23	0	43	96	49	256	337	75	235	20	43	111	46	105	122	81	192	239
c__Ardenticatenia	117	45	104	49	86	25	17	108	25	74	46	71	96	101	179	9	23	22	105	121	103	1155	592	17	45	141	21	32	18	20	8	41	554	27	43	172	100	51	172	383	144	131	16	10	9	2	33	73	9	278	565	199	677	11	13	627	146	19	43	360	144	88
c__Aquificae	44	59	55	25	53	32	37	22	8	152	161	169	160	95	75	8	14	9	36	51	24	177	139	10	18	44	30	12	6	13	58	8	327	21	54	31	23	5	45	216	86	238	6	8	18	0	49	105	104	126	215	31	115	9	10	262	193	33	51	84	69	133
c__Herviviricetes	0	0	0	0	4	1	0	3	3	0	0	0	1	1	0	1	0	1	0	0	0	0	1	1	0	10	0	9	8	0	1	2	0	0	0	0	5	0	0	7	1	0	0	2	0	0	1	2	0	0	1	0	3	1	0	1	0	1	0	0	1	1
c__Tentaculata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
c__Thermoplasmata	163	129	103	154	166	741	71	141	27	348	408	278	219	508	632	17	48	95	145	133	213	1010	653	240	220	152	78	451	20	30	135	42	639	60	142	214	154	32	172	613	217	957	232	16	29	9	134	258	63	348	768	203	627	1254	1267	748	278	62	170	891	371	221
c__Ascetosporea	0	0	0	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	4	12	0	0	0	0	0	0	0	0	0	11	0
